Year,Municip_number,Municip_name,English,Total_catch
1998,2024,Berlevag,Saithe,976.9697
1998,2025,Tana,Atlantic cod,65.0783
1998,2025,Tana,Haddock,51.473800000000004
1998,2025,Tana,Saithe,25.723
1998,2028,Batsfjord,Atlantic cod,5468.906
1998,2028,Batsfjord,Haddock,3350.2383
1998,2028,Batsfjord,Saithe,2907.2251
1998,2030,Sor-Varanger,Atlantic cod,161.8302
1998,2030,Sor-Varanger,Haddock,20.958
1998,2030,Sor-Varanger,Kingcrab,124.184
1998,2030,Sor-Varanger,Saithe,4.3530999999999995
1999,1804,Bodo,Atlantic cod,198.303
1999,1804,Bodo,Atlantic herring,89772.694
1999,1804,Bodo,Capelin,2439.3819999999996
1999,1804,Bodo,Haddock,62.1592
1999,1804,Bodo,Saithe,272.207
1999,1805,Narvik,Atlantic cod,2.862
1999,1805,Narvik,Haddock,0.7728
1999,1805,Narvik,Saithe,2.0608
1999,1811,Bindal,Atlantic cod,36.2948
1999,1811,Bindal,Haddock,2.4283
1999,1811,Bindal,Saithe,17.4551
1999,1813,Bronnoy,Atlantic cod,114.2453
1999,1813,Bronnoy,Haddock,17.648400000000002
1999,1813,Bronnoy,Saithe,133.5854
1999,1815,Vega,Atlantic cod,261.8874
1999,1815,Vega,Haddock,45.619299999999996
1999,1815,Vega,Saithe,367.6345
1999,1816,Vevelstad,Atlantic cod,0.0975
1999,1816,Vevelstad,Saithe,0.108
1999,1818,Heroy,Atlantic cod,252.1435
1999,1818,Heroy,Haddock,86.1434
1999,1818,Heroy,Saithe,221.9846
1999,1820,Alstahaug,Atlantic cod,0.5895
1999,1820,Alstahaug,Haddock,0.1036
1999,1820,Alstahaug,Saithe,0.5873
1999,1822,Leirfjord,Atlantic cod,0.735
1999,1822,Leirfjord,Saithe,0.20929999999999999
1999,1827,Donna,Atlantic cod,259.32939999999996
1999,1827,Donna,Atlantic herring,59.52
1999,1827,Donna,Haddock,33.2465
1999,1827,Donna,Saithe,344.9517
1999,1828,Nesna,Atlantic cod,6.6975999999999996
1999,1828,Nesna,Saithe,0.3336
1999,1832,Hemnes,Atlantic cod,0.5843
1999,1832,Hemnes,Haddock,0.063
1999,1832,Hemnes,Saithe,0.2581
1999,1833,Rana,Atlantic cod,7.3907
1999,1833,Rana,Atlantic herring,2.3
1999,1833,Rana,Haddock,1.5991
1999,1833,Rana,Saithe,4.142399999999999
1999,1834,Luroy,Atlantic cod,162.2133
1999,1834,Luroy,Atlantic herring,777.574
1999,1834,Luroy,Haddock,13.2278
1999,1834,Luroy,Saithe,316.8615
1999,1835,Traena,Atlantic cod,363.5895
1999,1835,Traena,Atlantic herring,15672.018
1999,1835,Traena,Haddock,125.6645
1999,1835,Traena,Saithe,1095.3222
1999,1836,Rodoy,Atlantic cod,140.7569
1999,1836,Rodoy,Haddock,98.2301
1999,1836,Rodoy,Saithe,402.7764
1999,1837,Meloy,Atlantic cod,248.06369999999998
1999,1837,Meloy,Haddock,154.8483
1999,1837,Meloy,Saithe,166.8717
1999,1838,Gildeskal,Atlantic cod,42.685500000000005
1999,1838,Gildeskal,Haddock,15.8018
1999,1838,Gildeskal,Saithe,44.8551
1999,1839,Beiarn,Atlantic cod,0.0945
1999,1839,Beiarn,Haddock,0.0574
1999,1840,Saltdal,Atlantic cod,0.3
1999,1840,Saltdal,Haddock,0.07
1999,1840,Saltdal,Saithe,0.135
1999,1841,Fauske,Atlantic cod,38.7998
1999,1841,Fauske,Haddock,3.4916
1999,1841,Fauske,Saithe,10.7269
1999,1842,Skjerstad_2005,Atlantic cod,14.1975
1999,1842,Skjerstad_2005,Haddock,4.907
1999,1842,Skjerstad_2005,Saithe,1.5861
1999,1845,Sorfold,Atlantic cod,54.4065
1999,1845,Sorfold,Haddock,11.3134
1999,1845,Sorfold,Saithe,112.4751
1999,1848,Steigen,Atlantic cod,554.2852
1999,1848,Steigen,Atlantic herring,581.725
1999,1848,Steigen,Haddock,63.3605
1999,1848,Steigen,Saithe,844.4548
1999,1850,Tysfjord,Atlantic cod,489.3022
1999,1850,Tysfjord,Haddock,19.6022
1999,1850,Tysfjord,Saithe,401.0573
1999,1851,Lodingen,Atlantic cod,130.8578
1999,1851,Lodingen,Atlantic herring,3978.203
1999,1851,Lodingen,Capelin,481.632
1999,1851,Lodingen,Haddock,12.2995
1999,1851,Lodingen,Saithe,161.0323
1999,1852,Tjeldsund,Atlantic cod,0.315
1999,1852,Tjeldsund,Haddock,0.238
1999,1852,Tjeldsund,Saithe,0.108
1999,1853,Evenes,Atlantic cod,0.4125
1999,1853,Evenes,Saithe,0.027
1999,1856,Rost,Atlantic cod,5296.0256
1999,1856,Rost,Atlantic herring,4532.963
1999,1856,Rost,Haddock,228.0199
1999,1856,Rost,Saithe,1776.6879999999999
1999,1857,Vaeroy,Atlantic cod,4448.0642
1999,1857,Vaeroy,Atlantic herring,2646.2
1999,1857,Vaeroy,Haddock,419.9397
1999,1857,Vaeroy,Saithe,1267.2412
1999,1859,Flakstad,Atlantic cod,4663.7251
1999,1859,Flakstad,Haddock,365.5625
1999,1859,Flakstad,Saithe,1330.3502
1999,1860,Vestvagoy,Atlantic cod,5790.3355
1999,1860,Vestvagoy,Haddock,536.9331999999999
1999,1860,Vestvagoy,Saithe,2335.7988
1999,1865,Vagan,Atlantic cod,11444.4475
1999,1865,Vagan,Atlantic herring,13394.381
1999,1865,Vagan,Haddock,950.9439
1999,1865,Vagan,Saithe,3913.3658
1999,1866,Hadsel,Atlantic cod,1059.6142
1999,1866,Hadsel,Haddock,298.9485
1999,1866,Hadsel,Saithe,598.2236
1999,1867,Bo,Atlantic cod,1169.127
1999,1867,Bo,Atlantic herring,4142.838
1999,1867,Bo,Haddock,181.4839
1999,1867,Bo,Saithe,1679.7304
1999,1868,Oksnes,Atlantic cod,4989.4378
1999,1868,Oksnes,Atlantic herring,555.912
1999,1868,Oksnes,Haddock,979.7025
1999,1868,Oksnes,Saithe,3332.567
1999,1870,Sortland,Atlantic cod,0.345
1999,1870,Sortland,Atlantic herring,11267.933
1999,1870,Sortland,Haddock,0.14
1999,1870,Sortland,Saithe,108.3784
1999,1871,Andoy,Atlantic cod,4534.6164
1999,1871,Andoy,Haddock,861.9791
1999,1871,Andoy,Saithe,3375.7965
1999,1874,Moskenes,Atlantic cod,3127.0937
1999,1874,Moskenes,Haddock,511.4182
1999,1874,Moskenes,Saithe,1965.5217
1999,1901,Harstad_2013,Atlantic cod,619.7568
1999,1901,Harstad_2013,Haddock,150.6505
1999,1901,Harstad_2013,Saithe,1590.3037
1999,1902,Tromso,Atlantic cod,5697.8473
1999,1902,Tromso,Atlantic herring,62166.954
1999,1902,Tromso,Capelin,654.0809999999999
1999,1902,Tromso,Haddock,652.4467
1999,1902,Tromso,Saithe,6251.5106000000005
1999,1911,Kvaefjord,Atlantic cod,179.94
1999,1911,Kvaefjord,Haddock,7.7028
1999,1911,Kvaefjord,Saithe,86.4382
1999,1915,Bjarkoy_2013,Atlantic cod,0.3
1999,1917,Ibestad,Atlantic cod,0.525
1999,1927,Tranoy,Atlantic cod,37.760999999999996
1999,1927,Tranoy,Haddock,4.1664
1999,1927,Tranoy,Saithe,20.2671
1999,1928,Torsken,Atlantic cod,1948.158
1999,1928,Torsken,Atlantic herring,2421.482
1999,1928,Torsken,Haddock,219.8792
1999,1928,Torsken,Saithe,2750.2842
1999,1929,Berg,Atlantic cod,2932.821
1999,1929,Berg,Atlantic herring,9824.338
1999,1929,Berg,Capelin,189
1999,1929,Berg,Haddock,342.218
1999,1929,Berg,Saithe,1905.3916
1999,1931,Lenvik,Atlantic cod,2917.3161999999998
1999,1931,Lenvik,Atlantic herring,169
1999,1931,Lenvik,Haddock,184.2414
1999,1931,Lenvik,Saithe,3400.225
1999,1936,Karlsoy,Atlantic cod,5146.7977
1999,1936,Karlsoy,Haddock,675.0640999999999
1999,1936,Karlsoy,Saithe,5753.7615
1999,1938,Lyngen,Atlantic cod,403.947
1999,1938,Lyngen,Haddock,57.217
1999,1938,Lyngen,Saithe,255.8445
1999,1940,Kafjord,Atlantic cod,0.339
1999,1941,Skjervoy,Atlantic cod,4351.4895
1999,1941,Skjervoy,Haddock,445.2954
1999,1941,Skjervoy,Saithe,1738.2683
1999,1942,Nordreisa,Atlantic cod,582.2764
1999,1942,Nordreisa,Haddock,40.4292
1999,1942,Nordreisa,Saithe,408.29249999999996
1999,1943,Kvaenangen,Atlantic cod,350.8635
1999,1943,Kvaenangen,Haddock,13.1194
1999,1943,Kvaenangen,Saithe,943.2178
1999,2002,Vardo,Atlantic cod,3907.2585
1999,2002,Vardo,Haddock,1335.4677
1999,2002,Vardo,Kingcrab,19.746
1999,2002,Vardo,Saithe,552.0086
1999,2003,Vadso,Atlantic cod,439.0695
1999,2003,Vadso,Haddock,29.3002
1999,2003,Vadso,Kingcrab,7.282
1999,2003,Vadso,Saithe,46.8559
1999,2004,Hammerfest,Atlantic cod,7487.8663
1999,2004,Hammerfest,Capelin,62.259
1999,2004,Hammerfest,Haddock,1018.768
1999,2004,Hammerfest,Saithe,4035.1153
1999,2012,Alta,Atlantic cod,5.082
1999,2012,Alta,Haddock,0.1708
1999,2012,Alta,Saithe,0.994
1999,2014,Loppa,Atlantic cod,1767.3990000000001
1999,2014,Loppa,Haddock,117.4211
1999,2014,Loppa,Saithe,897.557
1999,2015,Hasvik,Atlantic cod,2716.6325
1999,2015,Hasvik,Haddock,370.1167
1999,2015,Hasvik,Saithe,827.5943
1999,2017,Kvalsund,Atlantic cod,847.2555
1999,2017,Kvalsund,Haddock,23.8994
1999,2017,Kvalsund,Saithe,101.8766
1999,2018,Masoy,Atlantic cod,7137.2313
1999,2018,Masoy,Haddock,669.3132
1999,2018,Masoy,Saithe,1631.5345
1999,2019,Nordkapp,Atlantic cod,6210.8414
1999,2019,Nordkapp,Haddock,715.669
1999,2019,Nordkapp,Saithe,1791.0505
1999,2020,Porsanger,Atlantic cod,447.9505
1999,2020,Porsanger,Haddock,12.153500000000001
1999,2020,Porsanger,Saithe,56.0378
1999,2022,Lebesby,Atlantic cod,4981.3566
1999,2022,Lebesby,Haddock,970.09759999999994
1999,2022,Lebesby,Saithe,719.7381
1999,2023,Gamvik,Atlantic cod,1299.935
1999,2023,Gamvik,Haddock,393.7
1999,2023,Gamvik,Saithe,289.1573
1999,2024,Berlevag,Atlantic cod,4610.5808
1999,2024,Berlevag,Haddock,2190.0848
1999,2024,Berlevag,Saithe,1090.2863
1999,2025,Tana,Atlantic cod,52.8975
1999,2025,Tana,Haddock,46.435500000000005
1999,2025,Tana,Saithe,12.5931
1999,2028,Batsfjord,Atlantic cod,3642.8468
1999,2028,Batsfjord,Capelin,551.191
1999,2028,Batsfjord,Haddock,1971.5967
1999,2028,Batsfjord,Saithe,1762.9919
1999,2030,Sor-Varanger,Atlantic cod,25.459500000000002
1999,2030,Sor-Varanger,Haddock,0.5936
1999,2030,Sor-Varanger,Kingcrab,110.13900000000001
1999,2030,Sor-Varanger,Saithe,0.528
2e3,1804,Bodo,Atlantic cod,250.0274
2e3,1804,Bodo,Atlantic herring,63461.202
2e3,1804,Bodo,Capelin,6004.053
2e3,1804,Bodo,Haddock,87.4269
2e3,1804,Bodo,Saithe,409.0281
2e3,1811,Bindal,Atlantic cod,27.264
2e3,1811,Bindal,Haddock,1.7766
2e3,1811,Bindal,Saithe,11.1408
2e3,1813,Bronnoy,Atlantic cod,180.8498
2e3,1813,Bronnoy,Haddock,19.3872
2e3,1813,Bronnoy,Saithe,149.3098
2e3,1818,Heroy,Atlantic cod,367.3525
2e3,1818,Heroy,Haddock,104.5906
2e3,1818,Heroy,Saithe,442.4215
2e3,1827,Donna,Atlantic cod,235.7155
2e3,1827,Donna,Atlantic herring,8.135
2e3,1827,Donna,Haddock,42.684
2e3,1827,Donna,Saithe,233.7399
2e3,1833,Rana,Atlantic cod,6.6962
2e3,1833,Rana,Haddock,3.6521
2e3,1833,Rana,Saithe,2.9479
2e3,1834,Luroy,Atlantic cod,194.5817
2e3,1834,Luroy,Atlantic herring,1193.0819999999999
2e3,1834,Luroy,Capelin,92.105
2e3,1834,Luroy,Haddock,17.9168
2e3,1834,Luroy,Saithe,333.3238
2e3,1835,Traena,Atlantic cod,345.0432
2e3,1835,Traena,Atlantic herring,20915.735
2e3,1835,Traena,Capelin,383.693
2e3,1835,Traena,Haddock,80.086
2e3,1835,Traena,Saithe,1039.4932000000001
2e3,1836,Rodoy,Atlantic cod,202.0533
2e3,1836,Rodoy,Haddock,116.4954
2e3,1836,Rodoy,Saithe,361.26980000000003
2e3,1837,Meloy,Atlantic cod,280.9995
2e3,1837,Meloy,Haddock,226.4158
2e3,1837,Meloy,Saithe,187.8592
2e3,1838,Gildeskal,Atlantic cod,50.406
2e3,1838,Gildeskal,Haddock,15.3692
2e3,1838,Gildeskal,Saithe,58.3832
2e3,1842,Skjerstad_2005,Atlantic cod,11.973
2e3,1842,Skjerstad_2005,Haddock,5.9444
2e3,1842,Skjerstad_2005,Saithe,0.9806
2e3,1845,Sorfold,Atlantic cod,52.4745
2e3,1845,Sorfold,Haddock,7.5418
2e3,1845,Sorfold,Saithe,90.7433
2e3,1848,Steigen,Atlantic cod,593.2988
2e3,1848,Steigen,Atlantic herring,55.92
2e3,1848,Steigen,Haddock,98.5341
2e3,1848,Steigen,Saithe,571.025
2e3,1850,Tysfjord,Atlantic cod,70.7055
2e3,1850,Tysfjord,Haddock,1.6618
2e3,1850,Tysfjord,Saithe,26.914
2e3,1851,Lodingen,Atlantic herring,4672.278
2e3,1851,Lodingen,Capelin,899.614
2e3,1856,Rost,Atlantic cod,5020.4131
2e3,1856,Rost,Atlantic herring,63.681
2e3,1856,Rost,Haddock,314.3369
2e3,1856,Rost,Saithe,1574.8265999999999
2e3,1857,Vaeroy,Atlantic cod,3475.7675
2e3,1857,Vaeroy,Atlantic herring,8843.544
2e3,1857,Vaeroy,Haddock,441.2048
2e3,1857,Vaeroy,Saithe,1440.9039
2e3,1859,Flakstad,Atlantic cod,3684.0625
2e3,1859,Flakstad,Haddock,664.4921
2e3,1859,Flakstad,Saithe,1252.9795
2e3,1860,Vestvagoy,Atlantic cod,5465.4323
2e3,1860,Vestvagoy,Haddock,617.1242
2e3,1860,Vestvagoy,Saithe,3013.7083
2e3,1865,Vagan,Atlantic cod,9999.1357
2e3,1865,Vagan,Atlantic herring,12688.161
2e3,1865,Vagan,Capelin,155.714
2e3,1865,Vagan,Haddock,1050.3363
2e3,1865,Vagan,Saithe,4988.7567
2e3,1866,Hadsel,Atlantic cod,176.5377
2e3,1866,Hadsel,Haddock,48.312599999999996
2e3,1866,Hadsel,Saithe,138.4378
2e3,1867,Bo,Atlantic cod,979.4326
2e3,1867,Bo,Atlantic herring,10370.707
2e3,1867,Bo,Capelin,405.726
2e3,1867,Bo,Haddock,233.1056
2e3,1867,Bo,Saithe,1808.4017999999999
2e3,1868,Oksnes,Atlantic cod,3742.1898
2e3,1868,Oksnes,Atlantic herring,493.498
2e3,1868,Oksnes,Haddock,913.9364
2e3,1868,Oksnes,Saithe,2739.5924999999997
2e3,1870,Sortland,Atlantic cod,1.6695
2e3,1870,Sortland,Atlantic herring,13808.787
2e3,1870,Sortland,Capelin,133.794
2e3,1870,Sortland,Haddock,0.147
2e3,1871,Andoy,Atlantic cod,3869.5087
2e3,1871,Andoy,Haddock,634.4788
2e3,1871,Andoy,Saithe,3291.8699
2e3,1874,Moskenes,Atlantic cod,3158.1778
2e3,1874,Moskenes,Haddock,509.2589
2e3,1874,Moskenes,Saithe,2173.6414
2e3,1901,Harstad_2013,Atlantic cod,145.2001
2e3,1901,Harstad_2013,Capelin,40
2e3,1901,Harstad_2013,Haddock,42.3742
2e3,1901,Harstad_2013,Saithe,1454.4883
2e3,1902,Tromso,Atlantic cod,4517.112
2e3,1902,Tromso,Atlantic herring,51395.26
2e3,1902,Tromso,Capelin,5572.12
2e3,1902,Tromso,Haddock,878.1583
2e3,1902,Tromso,Saithe,2459.5423
2e3,1911,Kvaefjord,Atlantic cod,68.166
2e3,1911,Kvaefjord,Haddock,5.838
2e3,1911,Kvaefjord,Saithe,61.198
2e3,1928,Torsken,Atlantic cod,2651.184
2e3,1928,Torsken,Atlantic herring,2821.329
2e3,1928,Torsken,Haddock,407.7379
2e3,1928,Torsken,Saithe,2188.276
2e3,1929,Berg,Atlantic cod,1787.599
2e3,1929,Berg,Atlantic herring,16043.496000000001
2e3,1929,Berg,Capelin,422.60699999999997
2e3,1929,Berg,Haddock,317.1789
2e3,1929,Berg,Saithe,1575.3932
2e3,1931,Lenvik,Atlantic cod,717.5703
2e3,1931,Lenvik,Atlantic herring,1033.918
2e3,1931,Lenvik,Capelin,170
2e3,1931,Lenvik,Haddock,101.5938
2e3,1931,Lenvik,Saithe,920.2537
2e3,1933,Balsfjord,Atlantic cod,351.9389
2e3,1933,Balsfjord,Haddock,60.895
2e3,1933,Balsfjord,Saithe,54.9672
2e3,1936,Karlsoy,Atlantic cod,3992.9884
2e3,1936,Karlsoy,Haddock,1001.7556
2e3,1936,Karlsoy,Saithe,6402.9453
2e3,1938,Lyngen,Atlantic cod,20.154
2e3,1938,Lyngen,Haddock,8.1592
2e3,1938,Lyngen,Saithe,11.3824
2e3,1940,Kafjord,Atlantic cod,194.8065
2e3,1940,Kafjord,Haddock,29.762
2e3,1940,Kafjord,Saithe,194.6932
2e3,1941,Skjervoy,Atlantic cod,3073.3416
2e3,1941,Skjervoy,Haddock,600.6451
2e3,1941,Skjervoy,Saithe,2444.4603
2e3,1942,Nordreisa,Atlantic cod,731.478
2e3,1942,Nordreisa,Haddock,55.1776
2e3,1942,Nordreisa,Saithe,414.3065
2e3,1943,Kvaenangen,Atlantic cod,723.735
2e3,1943,Kvaenangen,Haddock,75.0898
2e3,1943,Kvaenangen,Saithe,851.4884000000001
2e3,2002,Vardo,Atlantic cod,2692.1719
2e3,2002,Vardo,Capelin,278.32
2e3,2002,Vardo,Haddock,658.2929
2e3,2002,Vardo,Kingcrab,9.097
2e3,2002,Vardo,Saithe,255.3871
2e3,2003,Vadso,Atlantic cod,22.413
2e3,2003,Vadso,Atlantic herring,1068.274
2e3,2003,Vadso,Capelin,8338.421
2e3,2003,Vadso,Haddock,8.331900000000001
2e3,2003,Vadso,Kingcrab,5.3309999999999995
2e3,2003,Vadso,Saithe,4.3343
2e3,2004,Hammerfest,Atlantic cod,6568.4405
2e3,2004,Hammerfest,Atlantic herring,2287.933
2e3,2004,Hammerfest,Capelin,35.358
2e3,2004,Hammerfest,Haddock,1177.7498
2e3,2004,Hammerfest,Saithe,3353.5635
2e3,2012,Alta,Atlantic cod,3.306
2e3,2014,Loppa,Atlantic cod,3614.4509
2e3,2014,Loppa,Haddock,384.0948
2e3,2014,Loppa,Saithe,2144.5368
2e3,2015,Hasvik,Atlantic cod,2718.9237
2e3,2015,Hasvik,Haddock,392.3044
2e3,2015,Hasvik,Saithe,1522.2311
2e3,2017,Kvalsund,Atlantic cod,583.9485
2e3,2017,Kvalsund,Haddock,35.0264
2e3,2017,Kvalsund,Saithe,77.9974
2e3,2018,Masoy,Atlantic cod,9451.613299999999
2e3,2018,Masoy,Capelin,548.046
2e3,2018,Masoy,Haddock,1538.9775
2e3,2018,Masoy,Saithe,1689.419
2e3,2019,Nordkapp,Atlantic cod,6302.7694
2e3,2019,Nordkapp,Atlantic herring,3395.257
2e3,2019,Nordkapp,Capelin,281.46799999999996
2e3,2019,Nordkapp,Haddock,989.667
2e3,2019,Nordkapp,Saithe,2623.2623
2e3,2020,Porsanger,Atlantic cod,340.4103
2e3,2020,Porsanger,Haddock,29.2033
2e3,2020,Porsanger,Saithe,26.070999999999998
2e3,2022,Lebesby,Atlantic cod,3939.5492
2e3,2022,Lebesby,Haddock,733.3291
2e3,2022,Lebesby,Saithe,738.6425
2e3,2023,Gamvik,Atlantic cod,1220.2935
2e3,2023,Gamvik,Haddock,268.8883
2e3,2023,Gamvik,Saithe,175.9007
2e3,2024,Berlevag,Atlantic cod,4167.9342
2e3,2024,Berlevag,Haddock,1071.3758
2e3,2024,Berlevag,Saithe,680.3739
2e3,2025,Tana,Atlantic cod,182.085
2e3,2025,Tana,Haddock,49.0848
2e3,2025,Tana,Saithe,8.0218
2e3,2027,Nesseby,Atlantic cod,2.157
2e3,2027,Nesseby,Haddock,0.47459999999999997
2e3,2027,Nesseby,Saithe,0.1782
2e3,2028,Batsfjord,Atlantic cod,5646.2528
2e3,2028,Batsfjord,Atlantic herring,81.17
2e3,2028,Batsfjord,Capelin,4045.226
2e3,2028,Batsfjord,Haddock,781.384
2e3,2028,Batsfjord,Saithe,1097.3379
2e3,2030,Sor-Varanger,Atlantic cod,212.717
2e3,2030,Sor-Varanger,Haddock,56.7811
2e3,2030,Sor-Varanger,Kingcrab,158.514
2e3,2030,Sor-Varanger,Saithe,0.9177
2001,1804,Bodo,Atlantic cod,239.09629999999999
2001,1804,Bodo,Atlantic herring,31030.447
2001,1804,Bodo,Capelin,7360.92
2001,1804,Bodo,Haddock,86.3174
2001,1804,Bodo,Saithe,400.0948
2001,1811,Bindal,Atlantic cod,30.93
2001,1811,Bindal,Haddock,2.0776
2001,1811,Bindal,Saithe,7.938
2001,1813,Bronnoy,Atlantic cod,161.0708
2001,1813,Bronnoy,Haddock,18.4576
2001,1813,Bronnoy,Saithe,71.56909999999999
2001,1818,Heroy,Atlantic cod,376.9498
2001,1818,Heroy,Haddock,71.7213
2001,1818,Heroy,Saithe,479.3854
2001,1822,Leirfjord,Atlantic cod,142.995
2001,1827,Donna,Atlantic cod,216.5834
2001,1827,Donna,Atlantic herring,16.767
2001,1827,Donna,Haddock,49.2022
2001,1827,Donna,Saithe,149.4632
2001,1833,Rana,Atlantic cod,5.8556
2001,1833,Rana,Haddock,3.3717
2001,1833,Rana,Saithe,7.3876
2001,1834,Luroy,Atlantic cod,206.879
2001,1834,Luroy,Haddock,11.4129
2001,1834,Luroy,Saithe,259.6014
2001,1835,Traena,Atlantic cod,269.4864
2001,1835,Traena,Atlantic herring,19578.439
2001,1835,Traena,Capelin,546.28
2001,1835,Traena,Haddock,91.4901
2001,1835,Traena,Saithe,998.1865
2001,1836,Rodoy,Atlantic cod,207.0593
2001,1836,Rodoy,Haddock,141.1708
2001,1836,Rodoy,Saithe,335.8461
2001,1837,Meloy,Atlantic cod,283.5859
2001,1837,Meloy,Haddock,221.0204
2001,1837,Meloy,Saithe,157.7572
2001,1838,Gildeskal,Atlantic cod,62.3895
2001,1838,Gildeskal,Haddock,37.0622
2001,1838,Gildeskal,Saithe,43.4238
2001,1845,Sorfold,Atlantic cod,50.7345
2001,1845,Sorfold,Haddock,6.1502
2001,1845,Sorfold,Saithe,94.2679
2001,1848,Steigen,Atlantic cod,383.0707
2001,1848,Steigen,Atlantic herring,115.83
2001,1848,Steigen,Haddock,87.1276
2001,1848,Steigen,Saithe,718.9238
2001,1851,Lodingen,Atlantic herring,14826.867
2001,1851,Lodingen,Capelin,797.7219
2001,1856,Rost,Atlantic cod,5735.7367
2001,1856,Rost,Haddock,250.0449
2001,1856,Rost,Saithe,2304.3736
2001,1857,Vaeroy,Atlantic cod,3456.94
2001,1857,Vaeroy,Atlantic herring,12831.932999999999
2001,1857,Vaeroy,Haddock,262.164
2001,1857,Vaeroy,Saithe,1147.3294
2001,1859,Flakstad,Atlantic cod,5226.7094
2001,1859,Flakstad,Haddock,950.0979
2001,1859,Flakstad,Saithe,1060.8476
2001,1860,Vestvagoy,Atlantic cod,5197.2468
2001,1860,Vestvagoy,Haddock,687.9425
2001,1860,Vestvagoy,Saithe,3075.169
2001,1865,Vagan,Atlantic cod,7109.01
2001,1865,Vagan,Atlantic herring,13669.369
2001,1865,Vagan,Capelin,523.5
2001,1865,Vagan,Haddock,1215.2785
2001,1865,Vagan,Saithe,3984.077
2001,1866,Hadsel,Atlantic cod,483.009
2001,1866,Hadsel,Haddock,170.1223
2001,1866,Hadsel,Saithe,336.8222
2001,1867,Bo,Atlantic cod,1217.601
2001,1867,Bo,Atlantic herring,8197.336
2001,1867,Bo,Capelin,761.168
2001,1867,Bo,Haddock,311.8619
2001,1867,Bo,Saithe,1212.908
2001,1868,Oksnes,Atlantic cod,4341.6057
2001,1868,Oksnes,Atlantic herring,758.279
2001,1868,Oksnes,Haddock,1696.9716
2001,1868,Oksnes,Saithe,3083.6244
2001,1870,Sortland,Atlantic cod,0.2205
2001,1870,Sortland,Atlantic herring,4079.824
2001,1870,Sortland,Haddock,0.0084
2001,1871,Andoy,Atlantic cod,3971.6843
2001,1871,Andoy,Haddock,699.8001
2001,1871,Andoy,Saithe,3513.6797
2001,1874,Moskenes,Atlantic cod,3309.9795
2001,1874,Moskenes,Atlantic herring,646.721
2001,1874,Moskenes,Haddock,539.2865
2001,1874,Moskenes,Saithe,2043.2917
2001,1901,Harstad_2013,Atlantic cod,209.9654
2001,1901,Harstad_2013,Haddock,79.8101
2001,1901,Harstad_2013,Saithe,1532.4368
2001,1902,Tromso,Atlantic cod,4121.8186
2001,1902,Tromso,Atlantic herring,46742.102
2001,1902,Tromso,Capelin,7190.387
2001,1902,Tromso,Haddock,1222.4747
2001,1902,Tromso,Saithe,3330.7601999999997
2001,1911,Kvaefjord,Atlantic cod,72.6806
2001,1911,Kvaefjord,Haddock,10.2158
2001,1911,Kvaefjord,Saithe,55.1268
2001,1927,Tranoy,Atlantic cod,40.461400000000005
2001,1927,Tranoy,Haddock,4.6977
2001,1927,Tranoy,Saithe,87.6461
2001,1928,Torsken,Atlantic cod,1999.2923
2001,1928,Torsken,Atlantic herring,2593.2490000000003
2001,1928,Torsken,Capelin,57.88
2001,1928,Torsken,Haddock,233.5693
2001,1928,Torsken,Saithe,1612.4585
2001,1929,Berg,Atlantic cod,2456.5058
2001,1929,Berg,Atlantic herring,13406.808
2001,1929,Berg,Capelin,692.367
2001,1929,Berg,Haddock,373.2127
2001,1929,Berg,Saithe,1862.9228
2001,1931,Lenvik,Atlantic cod,826.5928
2001,1931,Lenvik,Atlantic herring,1792.0710000000001
2001,1931,Lenvik,Capelin,86
2001,1931,Lenvik,Haddock,180.1739
2001,1931,Lenvik,Saithe,879.767
2001,1933,Balsfjord,Atlantic cod,285.2959
2001,1933,Balsfjord,Haddock,43.2647
2001,1933,Balsfjord,Saithe,33.713499999999996
2001,1936,Karlsoy,Atlantic cod,6065.5461
2001,1936,Karlsoy,Haddock,1343.3992
2001,1936,Karlsoy,Saithe,5714.7507
2001,1940,Kafjord,Atlantic cod,192.6975
2001,1940,Kafjord,Haddock,31.75
2001,1940,Kafjord,Saithe,216.877
2001,1941,Skjervoy,Atlantic cod,4146.512
2001,1941,Skjervoy,Haddock,767.8649
2001,1941,Skjervoy,Saithe,4401.9447
2001,1942,Nordreisa,Atlantic cod,538.9655
2001,1942,Nordreisa,Haddock,54.8435
2001,1942,Nordreisa,Saithe,426.29990000000004
2001,1943,Kvaenangen,Atlantic cod,935.6069
2001,1943,Kvaenangen,Haddock,67.335
2001,1943,Kvaenangen,Saithe,685.6346
2001,2002,Vardo,Atlantic cod,2939.1295
2001,2002,Vardo,Capelin,155.694
2001,2002,Vardo,Haddock,1001.3062
2001,2002,Vardo,Kingcrab,90.396
2001,2002,Vardo,Saithe,143.2336
2001,2003,Vadso,Atlantic cod,153.7831
2001,2003,Vadso,Atlantic herring,128.573
2001,2003,Vadso,Capelin,7441.318
2001,2003,Vadso,Haddock,6.0634
2001,2003,Vadso,Kingcrab,1.6989999999999998
2001,2003,Vadso,Saithe,130.1385
2001,2004,Hammerfest,Atlantic cod,6640.1705
2001,2004,Hammerfest,Atlantic herring,3846.916
2001,2004,Hammerfest,Capelin,593.463
2001,2004,Hammerfest,Haddock,1220.0859
