"Year","Municip_number","Municip_name","English","Total_catch"
1994,1874,"Moskenes","Redfish",26.6963
1994,1874,"Moskenes","Saithe",982.9761
1994,1901,"Harstad_2013","Atlantic cod",419.8049
1994,1901,"Harstad_2013","Atlantic herring",580.488
1994,1901,"Harstad_2013","Greenland halibut",0.234
1994,1901,"Harstad_2013","Haddock",76.4542
1994,1901,"Harstad_2013","Redfish",257.9714
1994,1901,"Harstad_2013","Saithe",1006.1046
1994,1901,"Harstad_2013","Shrimp",0.21
1994,1902,"Tromso","Atlantic cod",6303.9292
1994,1902,"Tromso","Atlantic herring",27206.6748
1994,1902,"Tromso","Greenland halibut",84.5936
1994,1902,"Tromso","Haddock",946.039
1994,1902,"Tromso","Redfish",226.0889
1994,1902,"Tromso","Saithe",15406.3064
1994,1902,"Tromso","Shrimp",84.569
1994,1911,"Kvaefjord","Atlantic cod",188.0715
1994,1911,"Kvaefjord","Atlantic herring",126.555
1994,1911,"Kvaefjord","Haddock",9.8588
1994,1911,"Kvaefjord","Redfish",7.2126
1994,1911,"Kvaefjord","Saithe",44.0404
1994,1913,"Skanland","Atlantic cod",0.3
1994,1913,"Skanland","Shrimp",11.009
1994,1915,"Bjarkoy_2013","Atlantic cod",657.7883
1994,1915,"Bjarkoy_2013","Greenland halibut",0.0288
1994,1915,"Bjarkoy_2013","Haddock",77.042
1994,1915,"Bjarkoy_2013","Redfish",157.7396
1994,1915,"Bjarkoy_2013","Saithe",82.19
1994,1917,"Ibestad","Atlantic cod",0.1875
1994,1917,"Ibestad","Atlantic herring",111.066
1994,1917,"Ibestad","Shrimp",60.9094
1994,1919,"Gratangen","Atlantic cod",1.9635
1994,1919,"Gratangen","Haddock",0.1484
1994,1919,"Gratangen","Redfish",0.243
1994,1919,"Gratangen","Saithe",0.9642
1994,1920,"Lavangen","Redfish",0.39
1994,1920,"Lavangen","Saithe",0.081
1994,1924,"Malselv","Atlantic cod",0.0975
1994,1924,"Malselv","Haddock",0.154
1994,1926,"Dyroy","Atlantic cod",519.0388
1994,1926,"Dyroy","Haddock",51.3114
1994,1926,"Dyroy","Redfish",63.457
1994,1926,"Dyroy","Saithe",137.996
1994,1927,"Tranoy","Atlantic cod",13.701
1994,1927,"Tranoy","Haddock",2.4948
1994,1927,"Tranoy","Redfish",2.2616
1994,1927,"Tranoy","Saithe",2.0905
1994,1928,"Torsken","Atlantic cod",5399.0915
1994,1928,"Torsken","Atlantic herring",989.575
1994,1928,"Torsken","Greenland halibut",150.2014
1994,1928,"Torsken","Haddock",301.3201
1994,1928,"Torsken","Redfish",224.3491
1994,1928,"Torsken","Saithe",1007.8567
1994,1929,"Berg","Atlantic cod",3526.9815
1994,1929,"Berg","Atlantic herring",227.185
1994,1929,"Berg","Greenland halibut",34.6241
1994,1929,"Berg","Haddock",335.4414
1994,1929,"Berg","Redfish",50.4712
1994,1929,"Berg","Saithe",364.4574
1994,1929,"Berg","Shrimp",1.317
1994,1931,"Lenvik","Atlantic cod",5345.3151
1994,1931,"Lenvik","Atlantic herring",1284.643
1994,1931,"Lenvik","Greenland halibut",190.2553
1994,1931,"Lenvik","Haddock",184.2696
1994,1931,"Lenvik","Redfish",162.5979
1994,1931,"Lenvik","Saithe",1172.373
1994,1931,"Lenvik","Shrimp",17.381
1994,1933,"Balsfjord","Atlantic cod",1.185
1994,1933,"Balsfjord","Haddock",0.2926
1994,1933,"Balsfjord","Redfish",1.5075
1994,1936,"Karlsoy","Atlantic cod",5580.6979
1994,1936,"Karlsoy","Greenland halibut",0.3776
1994,1936,"Karlsoy","Haddock",670.9735
1994,1936,"Karlsoy","Redfish",92.8851
1994,1936,"Karlsoy","Saithe",268.6308
1994,1938,"Lyngen","Atlantic cod",395.3281
1994,1938,"Lyngen","Haddock",91.2829
1994,1938,"Lyngen","Redfish",33.8245
1994,1938,"Lyngen","Saithe",143.4721
1994,1938,"Lyngen","Shrimp",180.4885
1994,1939,"Storfjord","Atlantic cod",0.9585
1994,1939,"Storfjord","Haddock",0.098
1994,1939,"Storfjord","Redfish",0.5741
1994,1940,"Kafjord","Atlantic cod",3.414
1994,1940,"Kafjord","Haddock",0.0392
1994,1940,"Kafjord","Saithe",1.3906
1994,1941,"Skjervoy","Atlantic cod",2661.0596
1994,1941,"Skjervoy","Greenland halibut",43.8852
1994,1941,"Skjervoy","Haddock",972.2266
1994,1941,"Skjervoy","Redfish",265.2792
1994,1941,"Skjervoy","Saithe",420.0184
1994,1941,"Skjervoy","Shrimp",106.797
1994,1942,"Nordreisa","Atlantic cod",1984.2421
1994,1942,"Nordreisa","Greenland halibut",0.1284
1994,1942,"Nordreisa","Haddock",113.5263
1994,1942,"Nordreisa","Redfish",153.8457
1994,1942,"Nordreisa","Saithe",275.1621
1994,1942,"Nordreisa","Shrimp",2.9565
1994,1943,"Kvaenangen","Atlantic cod",1940.3359
1994,1943,"Kvaenangen","Greenland halibut",6.048
1994,1943,"Kvaenangen","Haddock",72.7822
1994,1943,"Kvaenangen","Redfish",26.9367
1994,1943,"Kvaenangen","Saithe",899.3477
1994,2002,"Vardo","Atlantic cod",6349.8432
1994,2002,"Vardo","Greenland halibut",149.106
1994,2002,"Vardo","Haddock",2727.6649
1994,2002,"Vardo","Redfish",18.8628
1994,2002,"Vardo","Saithe",220.7352
1994,2002,"Vardo","Shrimp",266.18
1994,2003,"Vadso","Atlantic cod",349.5774
1994,2003,"Vadso","Haddock",105.6847
1994,2003,"Vadso","Redfish",0.0182
1994,2003,"Vadso","Saithe",499.7214
1994,2003,"Vadso","Shrimp",144.683
1994,2004,"Hammerfest","Atlantic cod",2350.337
1994,2004,"Hammerfest","Greenland halibut",12.204
1994,2004,"Hammerfest","Haddock",633.2471
1994,2004,"Hammerfest","Redfish",54.669
1994,2004,"Hammerfest","Saithe",673.4817
1994,2004,"Hammerfest","Shrimp",0.3
1994,2012,"Alta","Atlantic cod",244.5356
1994,2012,"Alta","Atlantic herring",67.89
1994,2012,"Alta","Haddock",5.0088
1994,2012,"Alta","Redfish",1.5838
1994,2012,"Alta","Saithe",3.2192
1994,2014,"Loppa","Atlantic cod",1755.8037
1994,2014,"Loppa","Greenland halibut",0.012
1994,2014,"Loppa","Haddock",270.1604
1994,2014,"Loppa","Redfish",199.9863
1994,2014,"Loppa","Saithe",180.0064
1994,2015,"Hasvik","Atlantic cod",2537.216
1994,2015,"Hasvik","Atlantic herring",20
1994,2015,"Hasvik","Haddock",555.8464
1994,2015,"Hasvik","Redfish",36.0883
1994,2015,"Hasvik","Saithe",962.9191
1994,2015,"Hasvik","Shrimp",1.917
1994,2017,"Kvalsund","Atlantic cod",712.4175
1994,2017,"Kvalsund","Haddock",59.661
1994,2017,"Kvalsund","Redfish",4.4906
1994,2017,"Kvalsund","Saithe",40.8046
1994,2017,"Kvalsund","Shrimp",0.16
1994,2018,"Masoy","Atlantic cod",4836.9761
1994,2018,"Masoy","Haddock",1019.1039
1994,2018,"Masoy","Redfish",34.0477
1994,2018,"Masoy","Saithe",613.3615
1994,2019,"Nordkapp","Atlantic cod",7628.5668
1994,2019,"Nordkapp","Greenland halibut",0.2484
1994,2019,"Nordkapp","Haddock",1867.6256
1994,2019,"Nordkapp","Redfish",201.7386
1994,2019,"Nordkapp","Saithe",1158.6761
1994,2020,"Porsanger","Atlantic cod",284.6665
1994,2020,"Porsanger","Haddock",15.2404
1994,2020,"Porsanger","Redfish",0.043
1994,2020,"Porsanger","Saithe",2.4202
1994,2022,"Lebesby","Atlantic cod",2698.0863
1994,2022,"Lebesby","Greenland halibut",17.6976
1994,2022,"Lebesby","Haddock",944.281
1994,2022,"Lebesby","Redfish",90.1123
1994,2022,"Lebesby","Saithe",236.0442
1994,2023,"Gamvik","Atlantic cod",3722.0275
1994,2023,"Gamvik","Greenland halibut",441.777
1994,2023,"Gamvik","Haddock",1991.7095
1994,2023,"Gamvik","Redfish",19.4712
1994,2023,"Gamvik","Saithe",111.7756
1994,2024,"Berlevag","Atlantic cod",3392.347
1994,2024,"Berlevag","Greenland halibut",72.4416
1994,2024,"Berlevag","Haddock",3263.5527
1994,2024,"Berlevag","Redfish",20.7914
1994,2024,"Berlevag","Saithe",724.2313
1994,2025,"Tana","Atlantic cod",0.183
1994,2025,"Tana","Saithe",0.5198
1994,2027,"Nesseby","Atlantic cod",0.045
1994,2027,"Nesseby","Haddock",0.63
1994,2028,"Batsfjord","Atlantic cod",10262.7815
1994,2028,"Batsfjord","Greenland halibut",363.336
1994,2028,"Batsfjord","Haddock",5907.8759
1994,2028,"Batsfjord","Redfish",134.6581
1994,2028,"Batsfjord","Saithe",1414.2586
1994,2028,"Batsfjord","Shrimp",29.736
1994,2030,"Sor-Varanger","Atlantic cod",236.5775
1994,2030,"Sor-Varanger","Haddock",31.2228
1994,2030,"Sor-Varanger","Kingcrab",31.846
1994,2030,"Sor-Varanger","Redfish",2.642
1994,2030,"Sor-Varanger","Saithe",4.4858
1994,2030,"Sor-Varanger","Shrimp",46.7495
1995,1804,"Bodo","Atlantic cod",502.8252
1995,1804,"Bodo","Atlantic herring",62127.141
1995,1804,"Bodo","Haddock",83.7384
1995,1804,"Bodo","Redfish",149.0778
1995,1804,"Bodo","Saithe",268.0673
1995,1804,"Bodo","Shrimp",19.8366
1995,1805,"Narvik","Atlantic cod",4.794
1995,1805,"Narvik","Atlantic herring",82.991
1995,1805,"Narvik","Haddock",0.049
1995,1805,"Narvik","Redfish",3.112
1995,1805,"Narvik","Saithe",4.3569
1995,1805,"Narvik","Shrimp",2.391
1995,1811,"Bindal","Atlantic cod",46.3677
1995,1811,"Bindal","Haddock",3.78
1995,1811,"Bindal","Redfish",2.147
1995,1811,"Bindal","Saithe",14.2958
1995,1812,"Somna","Atlantic cod",0.189
1995,1812,"Somna","Haddock",0.2506
1995,1812,"Somna","Saithe",0.0608
1995,1813,"Bronnoy","Atlantic cod",364.9626
1995,1813,"Bronnoy","Haddock",41.3125
1995,1813,"Bronnoy","Redfish",59.3607
1995,1813,"Bronnoy","Saithe",161.2246
1995,1813,"Bronnoy","Shrimp",3.82
1995,1815,"Vega","Atlantic cod",575.2298
1995,1815,"Vega","Haddock",48.853
1995,1815,"Vega","Redfish",27.6564
1995,1815,"Vega","Saithe",216.6325
1995,1816,"Vevelstad","Atlantic cod",0.267
1995,1816,"Vevelstad","Redfish",0.04
1995,1816,"Vevelstad","Saithe",0.027
1995,1818,"Heroy","Atlantic cod",1028.3485
1995,1818,"Heroy","Haddock",117.8587
1995,1818,"Heroy","Redfish",145.8175
1995,1818,"Heroy","Saithe",605.9398
1995,1818,"Heroy","Shrimp",86.672
1995,1820,"Alstahaug","Atlantic cod",100.0883
1995,1820,"Alstahaug","Haddock",18.6942
1995,1820,"Alstahaug","Redfish",8.8481
1995,1820,"Alstahaug","Saithe",12.4122
1995,1822,"Leirfjord","Atlantic cod",0.864
1995,1822,"Leirfjord","Haddock",0.0266
1995,1822,"Leirfjord","Redfish",0.3418
1995,1822,"Leirfjord","Saithe",0.1013
1995,1822,"Leirfjord","Shrimp",4.63
1995,1824,"Vefsn","Atlantic cod",0.27
1995,1824,"Vefsn","Haddock",0.0168
1995,1824,"Vefsn","Redfish",0.172
1995,1824,"Vefsn","Saithe",0.5375
1995,1827,"Donna","Atlantic cod",440.5801
1995,1827,"Donna","Atlantic herring",10.22
1995,1827,"Donna","Haddock",27.5219
1995,1827,"Donna","Redfish",210.607
1995,1827,"Donna","Saithe",190.8868
1995,1828,"Nesna","Atlantic cod",42.7868
1995,1828,"Nesna","Haddock",12.2397
1995,1828,"Nesna","Redfish",39.9228
1995,1828,"Nesna","Saithe",28.3866
1995,1828,"Nesna","Shrimp",0.43
1995,1832,"Hemnes","Atlantic cod",0.7074
1995,1832,"Hemnes","Haddock",0.0882
1995,1832,"Hemnes","Saithe",0.075
1995,1833,"Rana","Atlantic cod",0.0135
1995,1833,"Rana","Haddock",0.14
1995,1833,"Rana","Redfish",0.2805
1995,1833,"Rana","Saithe",0.2295
1995,1834,"Luroy","Atlantic cod",500.3618
1995,1834,"Luroy","Haddock",42.4265
1995,1834,"Luroy","Redfish",104.2764
1995,1834,"Luroy","Saithe",295.8221
1995,1834,"Luroy","Shrimp",0.65
1995,1835,"Traena","Atlantic cod",2019.1371
1995,1835,"Traena","Atlantic herring",4343.799
1995,1835,"Traena","Greenland halibut",40.0656
1995,1835,"Traena","Haddock",111.7552
1995,1835,"Traena","Redfish",166.4729
1995,1835,"Traena","Saithe",1028.9785
1995,1835,"Traena","Shrimp",0.677
1995,1836,"Rodoy","Atlantic cod",395.2433
1995,1836,"Rodoy","Haddock",60.76
1995,1836,"Rodoy","Redfish",173.5461
1995,1836,"Rodoy","Saithe",358.6697
1995,1836,"Rodoy","Shrimp",149.267
1995,1837,"Meloy","Atlantic cod",447.9887
1995,1837,"Meloy","Haddock",196.5796
1995,1837,"Meloy","Redfish",54.4313
1995,1837,"Meloy","Saithe",221.1062
1995,1837,"Meloy","Shrimp",4.58
1995,1838,"Gildeskal","Atlantic cod",89.2256
1995,1838,"Gildeskal","Atlantic herring",0.5
1995,1838,"Gildeskal","Haddock",18.3316
1995,1838,"Gildeskal","Redfish",37.499
1995,1838,"Gildeskal","Saithe",209.6223
1995,1838,"Gildeskal","Shrimp",6.3195
1995,1839,"Beiarn","Atlantic cod",0.1605
1995,1839,"Beiarn","Haddock",0.0658
1995,1839,"Beiarn","Saithe",0.0297
1995,1840,"Saltdal","Atlantic cod",44.2771
1995,1840,"Saltdal","Haddock",1.1676
1995,1840,"Saltdal","Redfish",2.3857
1995,1840,"Saltdal","Saithe",5.6377
1995,1840,"Saltdal","Shrimp",0.108
1995,1841,"Fauske","Atlantic cod",5.6678
1995,1841,"Fauske","Haddock",0.8036
1995,1841,"Fauske","Redfish",6.5843
1995,1841,"Fauske","Saithe",8.9739
1995,1842,"Skjerstad_2005","Atlantic cod",19.5512
1995,1842,"Skjerstad_2005","Haddock",7.1722
1995,1842,"Skjerstad_2005","Redfish",1.0799
1995,1842,"Skjerstad_2005","Saithe",1.3013
1995,1845,"Sorfold","Atlantic cod",95.8958
1995,1845,"Sorfold","Haddock",7.5502
1995,1845,"Sorfold","Redfish",18.721
1995,1845,"Sorfold","Saithe",30.1447
1995,1845,"Sorfold","Shrimp",28.347
1995,1848,"Steigen","Atlantic cod",1067.4027
1995,1848,"Steigen","Atlantic herring",2285.103
1995,1848,"Steigen","Haddock",74.8426
1995,1848,"Steigen","Redfish",140.644
1995,1848,"Steigen","Saithe",500.4641
1995,1849,"Hamaroy","Atlantic herring",4037.318
1995,1850,"Tysfjord","Atlantic cod",529.8555
1995,1850,"Tysfjord","Atlantic herring",10448.125
1995,1850,"Tysfjord","Haddock",9.6345
1995,1850,"Tysfjord","Redfish",3.1751
1995,1850,"Tysfjord","Saithe",450.2284
1995,1851,"Lodingen","Atlantic cod",923.1146
1995,1851,"Lodingen","Atlantic herring",1933.096
1995,1851,"Lodingen","Haddock",3.8962
1995,1851,"Lodingen","Redfish",18.1662
1995,1851,"Lodingen","Saithe",523.8135
1995,1852,"Tjeldsund","Atlantic cod",4.338
1995,1852,"Tjeldsund","Atlantic herring",799.353
1995,1852,"Tjeldsund","Haddock",0.3346
1995,1852,"Tjeldsund","Saithe",0.216
1995,1853,"Evenes","Atlantic cod",1.83
1995,1853,"Evenes","Atlantic herring",117.18
1995,1853,"Evenes","Saithe",1.4648
1995,1854,"Ballangen","Atlantic cod",0.024
1995,1854,"Ballangen","Atlantic herring",1003.089
1995,1854,"Ballangen","Haddock",0.0504
1995,1856,"Rost","Atlantic cod",8736.9198
1995,1856,"Rost","Atlantic herring",95.972
1995,1856,"Rost","Haddock",206.4587
1995,1856,"Rost","Redfish",124.0228
1995,1856,"Rost","Saithe",2154.9311
1995,1857,"Vaeroy","Atlantic cod",7186.8169
1995,1857,"Vaeroy","Atlantic herring",3100.888
1995,1857,"Vaeroy","Greenland halibut",84.828
1995,1857,"Vaeroy","Haddock",205.3407
1995,1857,"Vaeroy","Redfish",45.1729
1995,1857,"Vaeroy","Saithe",835.5399
1995,1859,"Flakstad","Atlantic cod",11885.8254
1995,1859,"Flakstad","Greenland halibut",403.7284
1995,1859,"Flakstad","Haddock",453.0315
1995,1859,"Flakstad","Redfish",79.1823
1995,1859,"Flakstad","Saithe",1776.0088
1995,1860,"Vestvagoy","Atlantic cod",10609.6758
1995,1860,"Vestvagoy","Greenland halibut",102.6126
1995,1860,"Vestvagoy","Haddock",533.6603
1995,1860,"Vestvagoy","Redfish",89.6237
1995,1860,"Vestvagoy","Saithe",2370.4179
1995,1865,"Vagan","Atlantic cod",16037.8749
1995,1865,"Vagan","Atlantic herring",14989.964
1995,1865,"Vagan","Greenland halibut",115.878
1995,1865,"Vagan","Haddock",1138.8511
1995,1865,"Vagan","Redfish",78.2897
1995,1865,"Vagan","Saithe",2032.2314
1995,1866,"Hadsel","Atlantic cod",2219.1009
1995,1866,"Hadsel","Greenland halibut",52.9968
1995,1866,"Hadsel","Haddock",1029.3289
1995,1866,"Hadsel","Redfish",96.1525
1995,1866,"Hadsel","Saithe",2677.7414
1995,1866,"Hadsel","Shrimp",3.281
1995,1867,"Bo","Atlantic cod",4562.1405
1995,1867,"Bo","Atlantic herring",751.314
1995,1867,"Bo","Greenland halibut",33.2784
1995,1867,"Bo","Haddock",455.7999
1995,1867,"Bo","Redfish",41.4156
1995,1867,"Bo","Saithe",1303.3749
1995,1868,"Oksnes","Atlantic cod",8394.148
1995,1868,"Oksnes","Atlantic herring",408.009
1995,1868,"Oksnes","Greenland halibut",552.2256
1995,1868,"Oksnes","Haddock",1161.4449
1995,1868,"Oksnes","Redfish",327.4351
1995,1868,"Oksnes","Saithe",1666.5323
1995,1870,"Sortland","Atlantic cod",0.723
1995,1870,"Sortland","Atlantic herring",8096.2542
1995,1870,"Sortland","Haddock",0.1176
1995,1870,"Sortland","Redfish",1.299
1995,1870,"Sortland","Saithe",0.6427
1995,1871,"Andoy","Atlantic cod",6695.1
